,tweet,tweetP,Category
6228,"The nation witnessed the suffering of the Covid-19 pandemic. First, the Modi govt mismanaged the pandemic, now they refuse to compensate families of COVID victims. Raise your voice for the full compensation of Rs 4 lakh to families of Covid victims.#SpeakUpForCovidNyay https://t.co/nvEivCw6Sp",the nation witnessed suffering covid 19 pandemic first modi govt mismanaged pandemic refuse compensate families covid victims raise voice full compensation rs 4 lakh families covid victims speakupforcovidnyay,positive
6229,none of this will save bodies from collapsing from covid lol https://t.co/wsVZzX6xJ5,none save bodies collapsing covid lol,positive
6230,The Department of Health reminded local government units to establish separate lanes for each dose and vaccination type after an individual reportedly received two different COVID-19 doses in a single day.https://t.co/TbeI0tHXAn,the department health reminded local government units establish separate lanes dose vaccination type individual reportedly received two different covid 19 doses single day,negative
6231,"It is unfortunate that despite efforts from the Congress party to make the govt release information on number of covid deaths, the govt continues to manipulate the information.: Shri @HKPatil1953 Ji #SpeakUpForCovidNyay https://t.co/vSPU3f9OqT",it unfortunate despite efforts congress party make govt release information number covid deaths govt continues manipulate information shri ji speakupforcovidnyay,negative
6232,The Scottish Photography Experience#Edinburgh #Outlander #ClanlandsActively taking bookings for all of my photography tours for 2022 and 2023. Your safety is paramount! I comply with all government Covid-19 guidelines at all times. https://t.co/RQcFWSd2kH https://t.co/U8u9KVsrMs,the scottish photography experience edinburgh outlander clanlandsactively taking bookings photography tours 2022 2023 safety paramount comply government covid 19 guidelines times,neutral
6233,"""""""I wrote a post for @unherd on Covid"," the """"""""biggest cancer catastrophe ever to hit the NHS""""""""""",neutral
6234,The cost of a COVID test is a human rights abuse.,the cost covid test human rights abuse,neutral
6235,I can’t fucking do this again. I can’t. It’s like hearing about each new COVID variant popping up https://t.co/rb8lTA3ULJ,i fucking like hearing new covid variant popping up,negative
6236,"There's lots of speculation about the severity of #Omicron, but I haven't seen anything quantitative, based on what we know about #COVID19 variants, to set realistic expectations.So a🧵with data. tl;dr: Omicron in double-vaxxed likely similar to OG 2020 COVID in the unvaxxed.",there lots speculation severity omicron seen anything quantitative based know covid19 variants set realistic expectations data tl dr omicron double vaxxed likely similar og 2020 covid unvaxxed,positive
6237,#YGEntertainment has officially confirmed that #BLACKPINK's #LISA has fully recovered from Covid-19 and is no longer in self-isolation!👏👑💛 @BLACKPINK https://t.co/SEC1EusK4a https://t.co/Zu5M3mgNSb,ygentertainment officially confirmed blackpink lisa fully recovered covid 19 longer self isolation,positive
6238,SAGE is warming of another 5 years of Covid misery Not for them or our leaders obviously…..,sage warming another 5 years covid misery leaders obviously,neutral
6239,"""""""@jeffsprogress @miffythegamer @Conservatives Ppl who voted @Conservative or those that claim that """"""""Boris is doing a good job"""""""" have blood on their hands. They are complicit in the deaths from COVID &amp; the rapid demise of this country. I'm witnessing daily evidence of disregard &amp; disrespect for others""",ppl voted claim boris good job blood hands complicit deaths covid amp rapid demise country witnessing daily evidence disregard amp disrespect others,positive
6240,"Before BB15 Dr. @realumarriaz was serving the country as a Covid frontline worker and saving lives. Even though he is a contestant on the show, time and again whenever someone has needed medical assistance he has put his game aside and helped out. @ColorsTV ROAR LIKE SHER UMAR",before bb15 dr serving country covid frontline worker saving lives even though contestant show time whenever someone needed medical assistance put game aside helped roar like sher umar,negative
6241,"Help reduce levels of Covid-19 by collecting a Lateral Flow Test today at Mayfield Community Centre between 9.30am-4.30pm.On site testing is also offered.➡️ Mayfield Community Centre, FK7 0DB.⌚ 9.30am-4.30pm.🔗 For testing locations &amp; times see: https://t.co/S2jQD9Wcbi. https://t.co/COrsKtb2hO",help reduce levels covid 19 collecting lateral flow test today mayfield community centre 9 30am 4 30pm site testing also offered mayfield community centre fk7 0db 9 30am 4 30pm testing locations amp times see,neutral
6242,"COVID-19 affected our fight against corruption, insecurity: Buhari https://t.co/BK7oyQSh9n",covid 19 affected fight corruption insecurity buhari,neutral
6243,Is the booster jab going to be compulsory for a vaccine pass?I suppose we all know the answer to thatWasn’t planning on getting one. Pretty sure by this point my Covid risk is lower than the risk of the jab. But I’m sure government will find a way of blackmailing me into it,is booster jab going compulsory vaccine pass suppose know answer thatwasn planning getting one pretty sure point covid risk lower risk jab sure government find way blackmailing it,positive
6244,"Up to 300,000 people facing heart-related illnesses due to post-pandemic stress disorder, warn physiciansOh please! How stupid do they think we are?https://t.co/oKt0y2VV3z",up 300 000 people facing heart related illnesses due post pandemic stress disorder warn physiciansoh please stupid think are,negative
6245,I’m so relieved to say that Lisa has fully recovered and is now covid-free 🥺,i relieved say lisa fully recovered covid free,positive
6246,"COVID-19 Delta Variant Still Dominant, Say Experts Urging Booster Shots https://t.co/wjnp8o3E7w",covid 19 delta variant still dominant say experts urging booster shots,neutral
6247,"Covid is a deadly pandemic. It killed science, logic, evidence-based medicine, and common sense ⚰️",covid deadly pandemic killed science logic evidence based medicine common sense,negative
6248,"🚨🚨 | BREAKING: Covid will be a threat to the NHS for AT LEAST the next five years, and testing may be needed for over a decade - SAGE",breaking covid threat nhs least next five years testing may needed decade sage,negative
6249,The schedule of Rediscover Christmas tomorrow Sat 9am - 5pm! More info &amp; register for FREE https://t.co/ILSiUKSHgd*Registration not essential but attendees will need to present their COVID cert or recovery cert upon arrival and wear a mask at all times. https://t.co/DqfkqS8oTZ,the schedule rediscover christmas tomorrow sat 9am 5pm info amp register free essential attendees need present covid cert recovery cert upon arrival wear mask times,positive
6250,"This must be the hardest conversation I’ve had as a doctor: to tell a family of COVID non believers and anti vaxxers that their 49 year old father will die of COVID. Then have them tell me ‘yeah, whatever, it’s not fucking COVID.’",this must hardest conversation doctor tell family covid non believers anti vaxxers 49 year old father die covid tell yeah whatever fucking covid,negative
6251,"'I have concerns about a Christmas Party that took place on December 18th at Downing Street, are you investigating?'Cressida Dick says claims Covid rules were broken by No 10 staff have not been reported to her.Fascism has arrived in #brexit Britain  https://t.co/DmzWbQU5eR",i concerns christmas party took place december 18th downing street investigating cressida dick says claims covid rules broken 10 staff reported fascism arrived brexit britain,negative
6252,"Before BB15 Dr. @realumarriaz was serving the country as a Covid frontline worker and saving lives. Even though he is a contestant on the show, time and again whenever someone has needed medical assistance he has put his game aside and helped out. @ColorsTV ROAR LIKE SHER UMAR",before bb15 dr serving country covid frontline worker saving lives even though contestant show time whenever someone needed medical assistance put game aside helped roar like sher umar,negative
6253,@AlboMP @billshortenmp Please don’t forget all the NZers doing it tough without support during Covid who need to have an easier pathway to citizenship. We are mostly Jacinda lovers! Would all love to be able to vote!,please forget nzers tough without support covid need easier pathway citizenship mostly jacinda lovers would love able vote,positive
6254,@DustynSaint read just headline again. Green light to PROVIDE LeSS care and join covid jab drive. You read that as no more qof maybe. A patient without your knowledge could read it as we’re not going to have time for them anymore. This is true but it’s not that we don’t want to. https://t.co/duB5GWA2Gv,read headline green light provide less care join covid jab drive read qof maybe patient without knowledge could read going time anymore true want to,positive
